"","administrative_level_2","administrative_level_3","day","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential"
"312","Alytaus apskr.","Alytaus r.",2020-02-17,NA,NA,11,NA,-22,NA
"313","Alytaus apskr.","Alytaus r.",2020-02-18,NA,NA,20,NA,-16,NA
"314","Alytaus apskr.","Alytaus r.",2020-02-19,NA,NA,15,NA,-18,NA
"315","Alytaus apskr.","Alytaus r.",2020-02-20,NA,NA,12,NA,-19,NA
"316","Alytaus apskr.","Alytaus r.",2020-02-21,NA,NA,10,NA,-19,NA
"317","Alytaus apskr.","Alytaus r.",2020-02-22,NA,NA,7,NA,NA,NA
"318","Alytaus apskr.","Alytaus r.",2020-02-23,NA,NA,8,NA,NA,NA
"319","Alytaus apskr.","Alytaus r.",2020-02-24,NA,NA,17,NA,-1,NA
"320","Alytaus apskr.","Alytaus r.",2020-02-25,NA,NA,-3,NA,1,NA
"321","Alytaus apskr.","Alytaus r.",2020-02-26,NA,NA,14,NA,3,NA
"322","Alytaus apskr.","Alytaus r.",2020-02-27,NA,NA,6,NA,1,NA
"323","Alytaus apskr.","Alytaus r.",2020-02-28,NA,NA,5,NA,7,NA
"324","Alytaus apskr.","Alytaus r.",2020-02-29,NA,NA,26,NA,NA,NA
"325","Alytaus apskr.","Alytaus r.",2020-03-01,NA,NA,16,NA,NA,NA
"326","Alytaus apskr.","Alytaus r.",2020-03-02,NA,NA,17,NA,1,NA
"327","Alytaus apskr.","Alytaus r.",2020-03-03,NA,NA,24,NA,3,NA
"328","Alytaus apskr.","Alytaus r.",2020-03-04,NA,NA,20,NA,4,NA
"329","Alytaus apskr.","Alytaus r.",2020-03-05,NA,NA,30,NA,2,NA
"330","Alytaus apskr.","Alytaus r.",2020-03-06,NA,NA,29,NA,4,NA
"331","Alytaus apskr.","Alytaus r.",2020-03-07,NA,NA,27,NA,NA,NA
"332","Alytaus apskr.","Alytaus r.",2020-03-08,NA,NA,31,NA,NA,NA
"333","Alytaus apskr.","Alytaus r.",2020-03-09,NA,NA,35,NA,0,NA
"334","Alytaus apskr.","Alytaus r.",2020-03-10,NA,NA,44,NA,1,NA
"335","Alytaus apskr.","Alytaus r.",2020-03-11,NA,NA,44,NA,-77,NA
"336","Alytaus apskr.","Alytaus r.",2020-03-12,NA,NA,13,NA,0,NA
"337","Alytaus apskr.","Alytaus r.",2020-03-13,NA,NA,32,NA,-21,NA
"338","Alytaus apskr.","Alytaus r.",2020-03-14,NA,NA,17,NA,NA,NA
"339","Alytaus apskr.","Alytaus r.",2020-03-15,NA,NA,47,NA,NA,NA
"340","Alytaus apskr.","Alytaus r.",2020-03-16,NA,NA,34,NA,-39,NA
"341","Alytaus apskr.","Alytaus r.",2020-03-17,NA,NA,77,NA,-44,NA
"342","Alytaus apskr.","Alytaus r.",2020-03-18,NA,NA,92,NA,-44,NA
"343","Alytaus apskr.","Alytaus r.",2020-03-19,NA,NA,71,NA,-44,NA
"344","Alytaus apskr.","Alytaus r.",2020-03-20,NA,NA,64,NA,-43,NA
"345","Alytaus apskr.","Alytaus r.",2020-03-21,NA,NA,40,NA,NA,NA
"346","Alytaus apskr.","Alytaus r.",2020-03-22,NA,NA,31,NA,NA,NA
"347","Alytaus apskr.","Alytaus r.",2020-03-23,NA,NA,63,NA,-46,NA
"348","Alytaus apskr.","Alytaus r.",2020-03-24,NA,NA,64,NA,-44,NA
"349","Alytaus apskr.","Alytaus r.",2020-03-25,NA,NA,84,NA,-47,NA
"350","Alytaus apskr.","Alytaus r.",2020-03-26,NA,NA,91,NA,-49,NA
"351","Alytaus apskr.","Alytaus r.",2020-03-27,NA,NA,79,NA,-45,NA
"352","Alytaus apskr.","Alytaus r.",2020-03-28,NA,NA,104,NA,NA,NA
"353","Alytaus apskr.","Alytaus r.",2020-03-29,NA,NA,27,NA,NA,NA
"354","Alytaus apskr.","Alytaus r.",2020-03-30,NA,NA,48,NA,-49,NA
"355","Alytaus apskr.","Alytaus r.",2020-03-31,NA,NA,52,NA,-48,NA
"356","Alytaus apskr.","Alytaus r.",2020-04-01,NA,NA,30,NA,-49,NA
"357","Alytaus apskr.","Alytaus r.",2020-04-02,NA,NA,39,NA,-48,NA
"358","Alytaus apskr.","Alytaus r.",2020-04-03,NA,NA,22,NA,-48,NA
"359","Alytaus apskr.","Alytaus r.",2020-04-04,NA,NA,36,NA,NA,NA
"360","Alytaus apskr.","Alytaus r.",2020-04-05,NA,NA,93,NA,NA,NA
"361","Alytaus apskr.","Alytaus r.",2020-04-06,NA,NA,124,NA,-48,NA
"362","Alytaus apskr.","Alytaus r.",2020-04-07,NA,NA,142,NA,-49,NA
"363","Alytaus apskr.","Alytaus r.",2020-04-08,NA,NA,124,NA,-49,NA
"364","Alytaus apskr.","Alytaus r.",2020-04-09,NA,NA,86,NA,-49,NA
"365","Alytaus apskr.","Alytaus r.",2020-04-10,NA,NA,76,NA,-48,NA
"366","Alytaus apskr.","Alytaus r.",2020-04-11,NA,NA,35,NA,NA,NA
"367","Alytaus apskr.","Alytaus r.",2020-04-12,NA,NA,48,NA,NA,NA
"368","Alytaus apskr.","Alytaus r.",2020-04-13,NA,NA,50,NA,-87,NA
"369","Alytaus apskr.","Alytaus r.",2020-04-14,NA,NA,53,NA,-50,NA
"370","Alytaus apskr.","Alytaus r.",2020-04-15,NA,NA,32,NA,-48,NA
"371","Alytaus apskr.","Alytaus r.",2020-04-16,NA,NA,51,NA,-50,NA
"372","Alytaus apskr.","Alytaus r.",2020-04-17,NA,NA,65,NA,-45,NA
"373","Alytaus apskr.","Alytaus r.",2020-04-18,NA,NA,63,NA,NA,NA
"374","Alytaus apskr.","Alytaus r.",2020-04-19,NA,NA,62,NA,NA,NA
"375","Alytaus apskr.","Alytaus r.",2020-04-20,NA,NA,87,NA,-49,NA
"376","Alytaus apskr.","Alytaus r.",2020-04-21,NA,NA,132,NA,-47,NA
"377","Alytaus apskr.","Alytaus r.",2020-04-22,NA,NA,140,NA,-46,NA
"378","Alytaus apskr.","Alytaus r.",2020-04-23,NA,NA,131,NA,-43,NA
"379","Alytaus apskr.","Alytaus r.",2020-04-24,NA,NA,123,NA,-47,NA
"380","Alytaus apskr.","Alytaus r.",2020-04-25,NA,NA,109,NA,NA,NA
"381","Alytaus apskr.","Alytaus r.",2020-04-26,NA,NA,131,NA,NA,NA
"382","Alytaus apskr.","Alytaus r.",2020-04-27,NA,NA,206,NA,-40,NA
"383","Alytaus apskr.","Alytaus r.",2020-04-28,NA,NA,172,NA,-39,NA
"384","Alytaus apskr.","Alytaus r.",2020-04-29,NA,NA,98,NA,-37,NA
"385","Alytaus apskr.","Alytaus r.",2020-04-30,NA,NA,161,NA,-38,NA
"386","Alytaus apskr.","Alytaus r.",2020-05-01,NA,NA,240,NA,-76,NA
"387","Alytaus apskr.","Alytaus r.",2020-05-02,NA,NA,112,NA,NA,NA
"388","Alytaus apskr.","Alytaus r.",2020-05-03,NA,NA,147,NA,NA,NA
"389","Alytaus apskr.","Alytaus r.",2020-05-04,NA,NA,138,NA,-37,NA
"390","Alytaus apskr.","Alytaus r.",2020-05-05,NA,NA,140,NA,-37,NA
"391","Alytaus apskr.","Alytaus r.",2020-05-06,NA,NA,69,NA,-38,NA
"392","Alytaus apskr.","Alytaus r.",2020-05-07,NA,NA,119,NA,-37,NA
"393","Alytaus apskr.","Alytaus r.",2020-05-08,NA,NA,161,NA,-35,NA
"394","Alytaus apskr.","Alytaus r.",2020-05-09,NA,NA,172,NA,NA,NA
"395","Alytaus apskr.","Alytaus r.",2020-05-10,NA,NA,182,NA,NA,NA
"396","Alytaus apskr.","Alytaus r.",2020-05-11,NA,NA,100,NA,-33,NA
"397","Alytaus apskr.","Alytaus r.",2020-05-12,NA,NA,71,NA,-36,NA
"398","Alytaus apskr.","Alytaus r.",2020-05-13,NA,NA,71,NA,-33,NA
"399","Alytaus apskr.","Alytaus r.",2020-05-14,NA,NA,96,NA,-29,NA
"400","Alytaus apskr.","Alytaus r.",2020-05-15,NA,NA,118,NA,-28,NA
"401","Alytaus apskr.","Alytaus r.",2020-05-16,NA,NA,90,NA,NA,NA
"402","Alytaus apskr.","Alytaus r.",2020-05-17,NA,NA,90,NA,NA,NA
"403","Alytaus apskr.","Alytaus r.",2020-05-18,NA,NA,92,NA,-26,NA
"404","Alytaus apskr.","Alytaus r.",2020-05-19,NA,NA,81,NA,-29,NA
"405","Alytaus apskr.","Alytaus r.",2020-05-20,NA,NA,125,NA,-24,NA
"406","Alytaus apskr.","Alytaus r.",2020-05-21,NA,NA,101,NA,-26,NA
"407","Alytaus apskr.","Alytaus r.",2020-05-22,NA,NA,132,NA,-24,NA
"408","Alytaus apskr.","Alytaus r.",2020-05-23,NA,NA,187,NA,NA,NA
"409","Alytaus apskr.","Alytaus r.",2020-05-24,NA,NA,86,NA,NA,NA
"410","Alytaus apskr.","Alytaus r.",2020-05-25,NA,NA,142,NA,-23,NA
"411","Alytaus apskr.","Alytaus r.",2020-05-26,NA,NA,152,NA,-22,NA
"412","Alytaus apskr.","Alytaus r.",2020-05-27,NA,NA,166,NA,-19,NA
"413","Alytaus apskr.","Alytaus r.",2020-05-28,NA,NA,132,NA,-23,NA
"414","Alytaus apskr.","Alytaus r.",2020-05-29,NA,NA,152,NA,-20,NA
"415","Alytaus apskr.","Alytaus r.",2020-05-30,NA,NA,122,NA,NA,NA
"416","Alytaus apskr.","Alytaus r.",2020-05-31,NA,NA,152,NA,NA,NA
"417","Alytaus apskr.","Alytaus r.",2020-06-01,NA,NA,139,NA,-21,NA
"418","Alytaus apskr.","Alytaus r.",2020-06-02,NA,NA,129,NA,-18,NA
"419","Alytaus apskr.","Alytaus r.",2020-06-03,NA,NA,122,NA,-19,NA
"420","Alytaus apskr.","Alytaus r.",2020-06-04,NA,NA,140,NA,-16,NA
"421","Alytaus apskr.","Alytaus r.",2020-06-05,NA,NA,147,NA,-18,NA
"422","Alytaus apskr.","Alytaus r.",2020-06-06,NA,NA,188,NA,NA,NA
"423","Alytaus apskr.","Alytaus r.",2020-06-07,NA,NA,183,NA,NA,NA
"424","Alytaus apskr.","Alytaus r.",2020-06-08,NA,NA,148,NA,-20,NA
"425","Alytaus apskr.","Alytaus r.",2020-06-09,NA,NA,142,NA,-19,NA
"426","Alytaus apskr.","Alytaus r.",2020-06-10,NA,NA,174,NA,-18,NA
"427","Alytaus apskr.","Alytaus r.",2020-06-11,NA,NA,162,NA,-18,NA
"428","Alytaus apskr.","Alytaus r.",2020-06-12,NA,NA,189,NA,-18,NA
"429","Alytaus apskr.","Alytaus r.",2020-06-13,NA,NA,182,NA,13,NA
"430","Alytaus apskr.","Alytaus r.",2020-06-14,NA,NA,141,NA,NA,NA
"431","Alytaus apskr.","Alytaus r.",2020-06-15,NA,NA,153,NA,-18,NA
"432","Alytaus apskr.","Alytaus r.",2020-06-16,NA,NA,194,NA,-18,NA
"433","Alytaus apskr.","Alytaus r.",2020-06-17,NA,NA,177,NA,-17,NA
"434","Alytaus apskr.","Alytaus r.",2020-06-18,NA,NA,168,NA,-16,NA
"435","Alytaus apskr.","Alytaus r.",2020-06-19,NA,NA,189,NA,-16,NA
"436","Alytaus apskr.","Alytaus r.",2020-06-20,NA,NA,183,NA,NA,NA
"437","Alytaus apskr.","Alytaus r.",2020-06-21,NA,NA,183,NA,NA,NA
"438","Alytaus apskr.","Alytaus r.",2020-06-22,NA,NA,165,NA,-18,NA
"439","Alytaus apskr.","Alytaus r.",2020-06-23,NA,NA,236,NA,-17,NA
"440","Alytaus apskr.","Alytaus r.",2020-06-24,NA,NA,296,NA,-72,NA
"441","Alytaus apskr.","Alytaus r.",2020-06-25,NA,NA,186,NA,-24,NA
"442","Alytaus apskr.","Alytaus r.",2020-06-26,NA,NA,186,NA,-25,NA
"443","Alytaus apskr.","Alytaus r.",2020-06-27,NA,NA,171,NA,9,NA
"444","Alytaus apskr.","Alytaus r.",2020-06-28,NA,NA,180,NA,NA,NA
"445","Alytaus apskr.","Alytaus r.",2020-06-29,NA,NA,155,NA,-19,NA
"446","Alytaus apskr.","Alytaus r.",2020-06-30,NA,NA,152,NA,-16,NA
"447","Alytaus apskr.","Alytaus r.",2020-07-01,NA,NA,166,NA,-17,NA
"448","Alytaus apskr.","Alytaus r.",2020-07-02,NA,NA,190,NA,-17,NA
"449","Alytaus apskr.","Alytaus r.",2020-07-03,NA,NA,227,NA,-17,NA
"450","Alytaus apskr.","Alytaus r.",2020-07-04,NA,NA,213,NA,NA,NA
"451","Alytaus apskr.","Alytaus r.",2020-07-05,NA,NA,217,NA,NA,NA
"452","Alytaus apskr.","Alytaus r.",2020-07-06,NA,NA,236,NA,-75,NA
"453","Alytaus apskr.","Alytaus r.",2020-07-07,NA,NA,153,NA,-22,NA
"454","Alytaus apskr.","Alytaus r.",2020-07-08,NA,NA,151,NA,-22,NA
"455","Alytaus apskr.","Alytaus r.",2020-07-09,NA,NA,152,NA,-22,NA
"456","Alytaus apskr.","Alytaus r.",2020-07-10,NA,NA,150,NA,-18,NA
"457","Alytaus apskr.","Alytaus r.",2020-07-11,NA,NA,154,NA,12,NA
"458","Alytaus apskr.","Alytaus r.",2020-07-12,NA,NA,162,NA,NA,NA
"459","Alytaus apskr.","Alytaus r.",2020-07-13,NA,NA,174,NA,-24,NA
"460","Alytaus apskr.","Alytaus r.",2020-07-14,NA,NA,180,NA,-20,NA
"461","Alytaus apskr.","Alytaus r.",2020-07-15,NA,NA,193,NA,-20,NA
"462","Alytaus apskr.","Alytaus r.",2020-07-16,NA,NA,186,NA,-21,NA
"463","Alytaus apskr.","Alytaus r.",2020-07-17,NA,NA,200,NA,-18,NA
"464","Alytaus apskr.","Alytaus r.",2020-07-18,NA,NA,218,NA,8,NA
"465","Alytaus apskr.","Alytaus r.",2020-07-19,NA,NA,208,NA,NA,NA
"466","Alytaus apskr.","Alytaus r.",2020-07-20,NA,NA,221,NA,-30,NA
"467","Alytaus apskr.","Alytaus r.",2020-07-21,NA,NA,172,NA,-27,NA
"468","Alytaus apskr.","Alytaus r.",2020-07-22,NA,NA,165,NA,-23,NA
"469","Alytaus apskr.","Alytaus r.",2020-07-23,NA,NA,171,NA,-25,NA
"470","Alytaus apskr.","Alytaus r.",2020-07-24,NA,NA,210,NA,-24,NA
"471","Alytaus apskr.","Alytaus r.",2020-07-25,NA,NA,202,NA,18,NA
"472","Alytaus apskr.","Alytaus r.",2020-07-26,NA,NA,205,NA,NA,NA
"473","Alytaus apskr.","Alytaus r.",2020-07-27,NA,NA,199,NA,-28,NA
"474","Alytaus apskr.","Alytaus r.",2020-07-28,NA,NA,198,NA,-22,NA
"475","Alytaus apskr.","Alytaus r.",2020-07-29,NA,NA,181,NA,-23,NA
"476","Alytaus apskr.","Alytaus r.",2020-07-30,NA,NA,163,NA,-26,NA
"477","Alytaus apskr.","Alytaus r.",2020-07-31,NA,NA,138,NA,-24,NA
"478","Alytaus apskr.","Alytaus r.",2020-08-01,NA,NA,177,NA,18,NA
"479","Alytaus apskr.","Alytaus r.",2020-08-02,NA,NA,200,NA,NA,NA
"480","Alytaus apskr.","Alytaus r.",2020-08-03,NA,NA,191,NA,-25,NA
"481","Alytaus apskr.","Alytaus r.",2020-08-04,NA,NA,133,NA,-24,NA
"482","Alytaus apskr.","Alytaus r.",2020-08-05,NA,NA,190,NA,-22,NA
"483","Alytaus apskr.","Alytaus r.",2020-08-06,NA,NA,194,NA,-23,NA
"484","Alytaus apskr.","Alytaus r.",2020-08-07,NA,NA,210,NA,-19,NA
"485","Alytaus apskr.","Alytaus r.",2020-08-08,NA,NA,226,NA,6,NA
"486","Alytaus apskr.","Alytaus r.",2020-08-09,NA,NA,183,NA,NA,NA
"487","Alytaus apskr.","Alytaus r.",2020-08-10,NA,NA,130,NA,-26,NA
"488","Alytaus apskr.","Alytaus r.",2020-08-11,NA,NA,163,NA,-27,NA
"489","Alytaus apskr.","Alytaus r.",2020-08-12,NA,NA,214,NA,-24,NA
"490","Alytaus apskr.","Alytaus r.",2020-08-13,NA,NA,195,NA,-24,NA
"491","Alytaus apskr.","Alytaus r.",2020-08-14,NA,NA,202,NA,-22,NA
"492","Alytaus apskr.","Alytaus r.",2020-08-15,NA,NA,226,NA,1,NA
"493","Alytaus apskr.","Alytaus r.",2020-08-16,NA,NA,207,NA,NA,NA
"494","Alytaus apskr.","Alytaus r.",2020-09-11,NA,NA,139,NA,-1,NA
"495","Alytaus apskr.","Alytaus r.",2020-09-12,NA,NA,160,NA,12,NA
"496","Alytaus apskr.","Alytaus r.",2020-09-13,NA,NA,122,NA,NA,NA
"497","Alytaus apskr.","Alytaus r.",2020-09-14,NA,NA,132,NA,1,-13
"498","Alytaus apskr.","Alytaus r.",2020-09-15,NA,NA,163,NA,3,-15
"499","Alytaus apskr.","Alytaus r.",2020-09-16,NA,NA,159,NA,3,-13
"500","Alytaus apskr.","Alytaus r.",2020-09-17,NA,NA,97,NA,0,NA
"501","Alytaus apskr.","Alytaus r.",2020-09-18,NA,NA,103,NA,2,NA
"502","Alytaus apskr.","Alytaus r.",2020-09-19,NA,NA,121,NA,6,NA
"503","Alytaus apskr.","Alytaus r.",2020-09-20,NA,NA,114,NA,NA,NA
"504","Alytaus apskr.","Alytaus r.",2020-09-21,NA,NA,131,NA,0,NA
"505","Alytaus apskr.","Alytaus r.",2020-09-22,NA,NA,105,NA,4,-10
"506","Alytaus apskr.","Alytaus r.",2020-09-23,NA,NA,76,NA,2,-11
"507","Alytaus apskr.","Alytaus r.",2020-09-24,NA,NA,61,NA,4,-9
"508","Alytaus apskr.","Alytaus r.",2020-09-25,NA,NA,66,NA,3,-8
"509","Alytaus apskr.","Alytaus r.",2020-09-26,NA,NA,95,NA,10,NA
"510","Alytaus apskr.","Alytaus r.",2020-09-27,NA,NA,67,NA,NA,NA
"511","Alytaus apskr.","Alytaus r.",2020-09-28,NA,NA,48,NA,6,-6
"512","Alytaus apskr.","Alytaus r.",2020-09-29,NA,NA,52,NA,7,-8
"513","Alytaus apskr.","Alytaus r.",2020-09-30,NA,NA,42,NA,9,-11
"514","Alytaus apskr.","Alytaus r.",2020-10-01,NA,NA,30,NA,5,-12
"515","Alytaus apskr.","Alytaus r.",2020-10-02,NA,NA,29,NA,4,-11
"516","Alytaus apskr.","Alytaus r.",2020-10-03,NA,NA,18,NA,12,NA
"517","Alytaus apskr.","Alytaus r.",2020-10-04,NA,NA,50,NA,NA,NA
"518","Alytaus apskr.","Alytaus r.",2020-10-05,NA,NA,25,NA,7,-13
"519","Alytaus apskr.","Alytaus r.",2020-10-06,NA,NA,33,NA,5,-13
"520","Alytaus apskr.","Alytaus r.",2020-10-07,NA,NA,54,NA,10,-12
"521","Alytaus apskr.","Alytaus r.",2020-10-08,NA,NA,56,NA,10,-8
"522","Alytaus apskr.","Alytaus r.",2020-10-09,NA,NA,50,NA,9,-9
"523","Alytaus apskr.","Alytaus r.",2020-10-10,NA,NA,60,NA,NA,NA
"524","Alytaus apskr.","Alytaus r.",2020-10-11,NA,NA,34,NA,NA,NA
"525","Alytaus apskr.","Alytaus r.",2020-10-12,NA,NA,46,NA,5,-7
"526","Alytaus apskr.","Alytaus r.",2020-10-13,NA,NA,29,NA,7,-7
"527","Alytaus apskr.","Alytaus r.",2020-10-14,NA,NA,15,NA,6,-4
"528","Alytaus apskr.","Alytaus r.",2020-10-15,NA,NA,23,NA,8,-7
"529","Alytaus apskr.","Alytaus r.",2020-10-16,NA,NA,19,NA,9,-6
"530","Alytaus apskr.","Alytaus r.",2020-10-17,NA,NA,26,NA,18,NA
"531","Alytaus apskr.","Alytaus r.",2020-10-18,NA,NA,12,NA,NA,NA
"532","Alytaus apskr.","Alytaus r.",2020-10-19,NA,NA,20,NA,3,-6
"533","Alytaus apskr.","Alytaus r.",2020-10-20,NA,NA,23,NA,7,-6
"534","Alytaus apskr.","Alytaus r.",2020-10-21,NA,NA,25,NA,9,-7
"535","Alytaus apskr.","Alytaus r.",2020-10-22,NA,NA,38,NA,2,-8
"536","Alytaus apskr.","Alytaus r.",2020-10-23,NA,NA,33,NA,4,-8
"537","Alytaus apskr.","Alytaus r.",2020-10-24,NA,NA,26,NA,19,NA
"538","Alytaus apskr.","Alytaus r.",2020-10-25,NA,NA,59,NA,NA,NA
"539","Alytaus apskr.","Alytaus r.",2020-10-26,NA,NA,38,NA,-22,0
"540","Alytaus apskr.","Alytaus r.",2020-10-27,NA,NA,42,NA,-21,-1
"541","Alytaus apskr.","Alytaus r.",2020-10-28,NA,NA,32,NA,-22,-3
"542","Alytaus apskr.","Alytaus r.",2020-10-29,NA,NA,11,NA,-22,-3
"543","Alytaus apskr.","Alytaus r.",2020-10-30,NA,NA,11,NA,-19,-2
"544","Alytaus apskr.","Alytaus r.",2020-10-31,NA,NA,23,NA,19,NA
"545","Alytaus apskr.","Alytaus r.",2020-11-01,NA,NA,51,NA,NA,NA
"546","Alytaus apskr.","Alytaus r.",2020-11-02,NA,NA,57,NA,-80,16
"547","Alytaus apskr.","Alytaus r.",2020-11-03,NA,NA,13,NA,-24,0
"548","Alytaus apskr.","Alytaus r.",2020-11-04,NA,NA,23,NA,-23,0
"549","Alytaus apskr.","Alytaus r.",2020-11-05,NA,NA,32,NA,-23,1
"550","Alytaus apskr.","Alytaus r.",2020-11-06,NA,NA,21,NA,-20,2
"551","Alytaus apskr.","Alytaus r.",2020-11-07,NA,NA,25,NA,-7,NA
"552","Alytaus apskr.","Alytaus r.",2020-11-08,NA,NA,23,NA,NA,NA
"553","Alytaus apskr.","Alytaus r.",2020-11-09,NA,NA,37,NA,-27,4
"554","Alytaus apskr.","Alytaus r.",2020-11-10,NA,NA,32,NA,-28,2
"555","Alytaus apskr.","Alytaus r.",2020-11-11,NA,NA,29,NA,-25,3
"556","Alytaus apskr.","Alytaus r.",2020-11-12,NA,NA,20,NA,-26,4
"557","Alytaus apskr.","Alytaus r.",2020-11-13,NA,NA,10,NA,-23,5
"558","Alytaus apskr.","Alytaus r.",2020-11-14,NA,NA,10,NA,0,NA
"559","Alytaus apskr.","Alytaus r.",2020-11-15,NA,NA,12,NA,NA,NA
"560","Alytaus apskr.","Alytaus r.",2020-11-16,NA,NA,19,NA,-29,5
"561","Alytaus apskr.","Alytaus r.",2020-11-17,NA,NA,15,NA,-29,4
"562","Alytaus apskr.","Alytaus r.",2020-11-18,NA,NA,16,NA,-27,3
"563","Alytaus apskr.","Alytaus r.",2020-11-19,NA,NA,17,NA,-27,5
"564","Alytaus apskr.","Alytaus r.",2020-11-20,NA,NA,9,NA,-23,5
"565","Alytaus apskr.","Alytaus r.",2020-11-21,NA,NA,13,NA,-2,NA
"566","Alytaus apskr.","Alytaus r.",2020-11-22,NA,NA,-4,NA,NA,NA
"567","Alytaus apskr.","Alytaus r.",2020-11-23,NA,NA,14,NA,-30,5
"568","Alytaus apskr.","Alytaus r.",2020-11-24,NA,NA,13,NA,-28,5
"569","Alytaus apskr.","Alytaus r.",2020-11-25,NA,NA,16,NA,-28,4
"570","Alytaus apskr.","Alytaus r.",2020-11-26,NA,NA,18,NA,-27,6
"571","Alytaus apskr.","Alytaus r.",2020-11-27,NA,NA,7,NA,-24,6
"572","Alytaus apskr.","Alytaus r.",2020-11-28,NA,NA,-2,NA,11,NA
"573","Alytaus apskr.","Alytaus r.",2020-11-29,NA,NA,6,NA,NA,NA
"574","Alytaus apskr.","Alytaus r.",2020-11-30,NA,NA,19,NA,-30,6
"575","Alytaus apskr.","Alytaus r.",2020-12-01,NA,NA,28,NA,-27,6
"576","Alytaus apskr.","Alytaus r.",2020-12-02,NA,NA,13,NA,-25,6
"577","Alytaus apskr.","Alytaus r.",2020-12-03,NA,NA,6,NA,-27,7
"578","Alytaus apskr.","Alytaus r.",2020-12-04,NA,NA,-1,NA,-24,7
"579","Alytaus apskr.","Alytaus r.",2020-12-05,NA,NA,-7,NA,6,NA
"580","Alytaus apskr.","Alytaus r.",2020-12-06,NA,NA,-8,NA,NA,NA
"581","Alytaus apskr.","Alytaus r.",2020-12-07,NA,NA,17,NA,-28,6
"582","Alytaus apskr.","Alytaus r.",2020-12-08,NA,NA,6,NA,-24,6
"583","Alytaus apskr.","Alytaus r.",2020-12-09,NA,NA,16,NA,-30,5
"584","Alytaus apskr.","Alytaus r.",2020-12-10,NA,NA,12,NA,-29,7
"585","Alytaus apskr.","Alytaus r.",2020-12-11,NA,NA,1,NA,-26,7
"586","Alytaus apskr.","Alytaus r.",2020-12-12,NA,NA,-13,NA,1,NA
"587","Alytaus apskr.","Alytaus r.",2020-12-13,NA,NA,3,NA,NA,NA
"588","Alytaus apskr.","Alytaus r.",2020-12-14,NA,NA,14,NA,-36,5
"589","Alytaus apskr.","Alytaus r.",2020-12-15,NA,NA,21,NA,-34,3
"590","Alytaus apskr.","Alytaus r.",2020-12-16,NA,NA,5,NA,-39,11
"591","Alytaus apskr.","Alytaus r.",2020-12-17,NA,NA,10,NA,-42,11
"592","Alytaus apskr.","Alytaus r.",2020-12-18,NA,NA,-7,NA,-40,15
"593","Alytaus apskr.","Alytaus r.",2020-12-19,NA,NA,-21,NA,-8,NA
"594","Alytaus apskr.","Alytaus r.",2020-12-20,NA,NA,-11,NA,NA,NA
"595","Alytaus apskr.","Alytaus r.",2020-12-21,NA,NA,11,NA,-45,12
"596","Alytaus apskr.","Alytaus r.",2020-12-22,NA,NA,18,NA,-46,10
"597","Alytaus apskr.","Alytaus r.",2020-12-23,NA,NA,18,NA,-48,10
"598","Alytaus apskr.","Alytaus r.",2020-12-24,NA,NA,9,NA,-87,28
"599","Alytaus apskr.","Alytaus r.",2020-12-25,NA,NA,15,NA,-91,NA
"600","Alytaus apskr.","Druskininkų",2020-02-15,13,NA,1,NA,NA,NA
"601","Alytaus apskr.","Druskininkų",2020-02-16,14,NA,20,NA,NA,NA
"602","Alytaus apskr.","Druskininkų",2020-02-17,24,NA,NA,NA,-13,NA
"603","Alytaus apskr.","Druskininkų",2020-02-18,26,NA,NA,NA,-12,NA
"604","Alytaus apskr.","Druskininkų",2020-02-19,35,NA,NA,NA,-9,NA
"605","Alytaus apskr.","Druskininkų",2020-02-20,31,NA,NA,NA,-15,NA
"606","Alytaus apskr.","Druskininkų",2020-02-21,21,NA,NA,NA,-15,NA
"607","Alytaus apskr.","Druskininkų",2020-02-22,4,NA,26,NA,NA,NA
"608","Alytaus apskr.","Druskininkų",2020-02-23,7,NA,5,NA,NA,NA
"609","Alytaus apskr.","Druskininkų",2020-02-24,4,NA,NA,NA,3,NA
"610","Alytaus apskr.","Druskininkų",2020-02-25,-13,NA,NA,NA,3,NA
"611","Alytaus apskr.","Druskininkų",2020-02-26,-2,NA,NA,NA,8,NA
"612","Alytaus apskr.","Druskininkų",2020-02-27,0,NA,NA,NA,1,NA
"613","Alytaus apskr.","Druskininkų",2020-02-28,4,NA,NA,NA,5,NA
"614","Alytaus apskr.","Druskininkų",2020-02-29,-3,NA,-11,NA,NA,NA
"615","Alytaus apskr.","Druskininkų",2020-03-01,-5,NA,9,NA,NA,NA
"616","Alytaus apskr.","Druskininkų",2020-03-02,-2,NA,NA,NA,5,NA
"617","Alytaus apskr.","Druskininkų",2020-03-03,-7,NA,NA,NA,4,NA
"618","Alytaus apskr.","Druskininkų",2020-03-04,-2,NA,NA,NA,5,NA
"619","Alytaus apskr.","Druskininkų",2020-03-05,1,NA,NA,NA,6,NA
"620","Alytaus apskr.","Druskininkų",2020-03-06,4,NA,NA,NA,2,NA
"621","Alytaus apskr.","Druskininkų",2020-03-07,-6,NA,-7,NA,NA,NA
"622","Alytaus apskr.","Druskininkų",2020-03-08,10,NA,3,NA,NA,NA
"623","Alytaus apskr.","Druskininkų",2020-03-09,4,NA,NA,NA,7,NA
