"lab_name","test_performed","test_type","tests_positive","tests_negative","gmp_indication"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-04-20T00:00:00Z","1477",6,341,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-04-20T00:00:00Z","1477",2,320,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-04-20T00:00:00Z","1477",10,235,"profilaktika"
"Vilniaus universitetas","2020-04-20T00:00:00Z","1477",2,140,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-04-21T00:00:00Z","1477",4,1309,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-04-21T00:00:00Z","1477",0,493,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-04-21T00:00:00Z","1477",12,728,"profilaktika"
"Nacionalinis vėžio institutas","2020-04-21T00:00:00Z","1477",0,478,"profilaktika"
"UAB ""Baltic Medics""","2020-04-21T00:00:00Z","1477",0,51,"profilaktika"
"UAB Diagnostikos laboratorija","2020-04-21T00:00:00Z","1477",2,602,"profilaktika"
"UAB Medicina practica laboratorija","2020-04-21T00:00:00Z","1477",0,180,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-04-21T00:00:00Z","1477",6,426,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-04-21T00:00:00Z","1477",0,215,"profilaktika"
"Viešoji įstaiga Respublikinė Vilniaus universitetinė ligoninė","2020-04-21T00:00:00Z","1477",0,1,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-04-21T00:00:00Z","1477",19,847,"profilaktika"
"Vilniaus universitetas","2020-04-21T00:00:00Z","1477",3,168,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-04-22T00:00:00Z","1477",4,1903,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-04-22T00:00:00Z","1477",4,512,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-04-22T00:00:00Z","1477",9,575,"profilaktika"
"Nacionalinis vėžio institutas","2020-04-22T00:00:00Z","1477",0,487,"profilaktika"
"UAB ""Baltic Medics""","2020-04-22T00:00:00Z","1477",1,206,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-04-22T00:00:00Z","1477",0,5,"profilaktika"
"UAB Diagnostikos laboratorija","2020-04-22T00:00:00Z","1477",0,606,"profilaktika"
"UAB Medicina practica laboratorija","2020-04-22T00:00:00Z","1477",0,660,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-04-22T00:00:00Z","1477",8,426,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-04-22T00:00:00Z","1477",0,4,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-04-22T00:00:00Z","1477",10,883,"profilaktika"
"Vilniaus universitetas","2020-04-22T00:00:00Z","1477",3,374,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-04-23T00:00:00Z","1477",4,1731,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-04-23T00:00:00Z","1477",1,516,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-04-23T00:00:00Z","1477",9,560,"profilaktika"
"Nacionalinis vėžio institutas","2020-04-23T00:00:00Z","1477",1,513,"profilaktika"
"UAB ""Baltic Medics""","2020-04-23T00:00:00Z","1477",0,110,"profilaktika"
"UAB ""Invitro diagnostika""","2020-04-23T00:00:00Z","1477",0,1,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-04-23T00:00:00Z","1477",0,84,"profilaktika"
"UAB Diagnostikos laboratorija","2020-04-23T00:00:00Z","1477",1,630,"profilaktika"
"UAB Medicina practica laboratorija","2020-04-23T00:00:00Z","1477",0,940,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-04-23T00:00:00Z","1477",14,843,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-04-23T00:00:00Z","1477",15,848,"profilaktika"
"Vilniaus universitetas","2020-04-23T00:00:00Z","1477",1,532,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-04-24T00:00:00Z","1477",3,2234,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-04-24T00:00:00Z","1477",0,500,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-04-24T00:00:00Z","1477",6,634,"profilaktika"
"Nacionalinis vėžio institutas","2020-04-24T00:00:00Z","1477",0,451,"profilaktika"
"UAB ""Baltic Medics""","2020-04-24T00:00:00Z","1477",0,216,"profilaktika"
"UAB ""Invitro diagnostika""","2020-04-24T00:00:00Z","1477",1,293,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-04-24T00:00:00Z","1477",2,380,"profilaktika"
"UAB Diagnostikos laboratorija","2020-04-24T00:00:00Z","1477",0,677,"profilaktika"
"UAB Medicina practica laboratorija","2020-04-24T00:00:00Z","1477",0,546,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-04-24T00:00:00Z","1477",18,391,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-04-24T00:00:00Z","1477",0,104,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-04-24T00:00:00Z","1477",11,628,"profilaktika"
"Vilniaus universitetas","2020-04-24T00:00:00Z","1477",1,333,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-04-25T00:00:00Z","1477",5,1544,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-04-25T00:00:00Z","1477",1,491,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-04-25T00:00:00Z","1477",6,571,"profilaktika"
"Nacionalinis vėžio institutas","2020-04-25T00:00:00Z","1477",0,313,"profilaktika"
"UAB ""Baltic Medics""","2020-04-25T00:00:00Z","1477",0,153,"profilaktika"
"UAB ""Invitro diagnostika""","2020-04-25T00:00:00Z","1477",0,13,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-04-25T00:00:00Z","1477",0,1,"profilaktika"
"UAB Diagnostikos laboratorija","2020-04-25T00:00:00Z","1477",0,546,"profilaktika"
"UAB Medicina practica laboratorija","2020-04-25T00:00:00Z","1477",0,637,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-04-25T00:00:00Z","1477",14,633,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-04-25T00:00:00Z","1477",0,407,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-04-25T00:00:00Z","1477",11,945,"profilaktika"
"Vilniaus universitetas","2020-04-25T00:00:00Z","1477",0,495,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-04-26T00:00:00Z","1477",3,468,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-04-26T00:00:00Z","1477",0,484,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-04-26T00:00:00Z","1477",8,412,"profilaktika"
"Nacionalinis vėžio institutas","2020-04-26T00:00:00Z","1477",0,15,"profilaktika"
"UAB ""Baltic Medics""","2020-04-26T00:00:00Z","1477",1,172,"profilaktika"
"UAB Diagnostikos laboratorija","2020-04-26T00:00:00Z","1477",0,111,"profilaktika"
"UAB Medicina practica laboratorija","2020-04-26T00:00:00Z","1477",0,143,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-04-26T00:00:00Z","1477",8,627,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-04-26T00:00:00Z","1477",0,260,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-04-26T00:00:00Z","1477",13,478,"profilaktika"
"Vilniaus universitetas","2020-04-26T00:00:00Z","1477",0,10,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-04-27T00:00:00Z","1477",1,442,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-04-27T00:00:00Z","1477",0,500,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-04-27T00:00:00Z","1477",2,209,"profilaktika"
"Nacionalinis vėžio institutas","2020-04-27T00:00:00Z","1477",0,206,"profilaktika"
"UAB ""Baltic Medics""","2020-04-27T00:00:00Z","1477",0,3,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-04-27T00:00:00Z","1477",0,34,"profilaktika"
"UAB Diagnostikos laboratorija","2020-04-27T00:00:00Z","1477",0,256,"profilaktika"
"UAB Medicina practica laboratorija","2020-04-27T00:00:00Z","1477",0,307,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-04-27T00:00:00Z","1477",8,366,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-04-27T00:00:00Z","1477",0,20,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-04-27T00:00:00Z","1477",0,108,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-04-27T00:00:00Z","1477",11,291,"profilaktika"
"Vilniaus universitetas","2020-04-27T00:00:00Z","1477",0,9,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-04-28T00:00:00Z","1477",2,1613,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-04-28T00:00:00Z","1477",0,591,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-04-28T00:00:00Z","1477",9,478,"profilaktika"
"Nacionalinis vėžio institutas","2020-04-28T00:00:00Z","1477",0,228,"profilaktika"
"UAB ""Baltic Medics""","2020-04-28T00:00:00Z","1477",0,281,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-04-28T00:00:00Z","1477",0,3,"profilaktika"
"UAB Diagnostikos laboratorija","2020-04-28T00:00:00Z","1477",0,630,"profilaktika"
"UAB Medicina practica laboratorija","2020-04-28T00:00:00Z","1477",0,355,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-04-28T00:00:00Z","1477",26,466,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-04-28T00:00:00Z","1477",0,21,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-04-28T00:00:00Z","1477",1,480,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-04-28T00:00:00Z","1477",5,672,"profilaktika"
"Vilniaus universitetas","2020-04-28T00:00:00Z","1477",0,1,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-04-29T00:00:00Z","1477",1,1856,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-04-29T00:00:00Z","1477",0,592,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-04-29T00:00:00Z","1477",10,656,"profilaktika"
"Nacionalinis vėžio institutas","2020-04-29T00:00:00Z","1477",0,547,"profilaktika"
"UAB ""Baltic Medics""","2020-04-29T00:00:00Z","1477",0,325,"profilaktika"
"UAB ""Invitro diagnostika""","2020-04-29T00:00:00Z","1477",1,172,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-04-29T00:00:00Z","1477",8,35,"profilaktika"
"UAB Diagnostikos laboratorija","2020-04-29T00:00:00Z","1477",2,497,"profilaktika"
"UAB Medicina practica laboratorija","2020-04-29T00:00:00Z","1477",0,490,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-04-29T00:00:00Z","1477",17,541,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-04-29T00:00:00Z","1477",0,25,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-04-29T00:00:00Z","1477",0,662,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-04-29T00:00:00Z","1477",5,478,"profilaktika"
"Vilniaus universitetas","2020-04-29T00:00:00Z","1477",0,1,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-04-30T00:00:00Z","1477",4,2280,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-04-30T00:00:00Z","1477",1,594,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-04-30T00:00:00Z","1477",6,699,"profilaktika"
"Nacionalinis vėžio institutas","2020-04-30T00:00:00Z","1477",0,329,"profilaktika"
"UAB ""Baltic Medics""","2020-04-30T00:00:00Z","1477",0,166,"profilaktika"
"UAB ""Invitro diagnostika""","2020-04-30T00:00:00Z","1477",0,184,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-04-30T00:00:00Z","1477",2,298,"profilaktika"
"UAB Diagnostikos laboratorija","2020-04-30T00:00:00Z","1477",0,651,"profilaktika"
"UAB Medicina practica laboratorija","2020-04-30T00:00:00Z","1477",0,348,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-04-30T00:00:00Z","1477",6,548,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-04-30T00:00:00Z","1477",0,23,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-04-30T00:00:00Z","1477",0,363,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-04-30T00:00:00Z","1477",9,1015,"profilaktika"
"Vilniaus universitetas","2020-04-30T00:00:00Z","1477",0,112,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-05-01T00:00:00Z","1477",5,1994,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-05-01T00:00:00Z","1477",0,12,"kiti"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-05-01T00:00:00Z","1477",0,599,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-05-01T00:00:00Z","1477",10,631,"profilaktika"
"UAB ""Baltic Medics""","2020-05-01T00:00:00Z","1477",0,179,"profilaktika"
"UAB ""Invitro diagnostika""","2020-05-01T00:00:00Z","1477",2,231,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-05-01T00:00:00Z","1477",0,104,"profilaktika"
"UAB Diagnostikos laboratorija","2020-05-01T00:00:00Z","1477",0,404,"profilaktika"
"UAB Medicina practica laboratorija","2020-05-01T00:00:00Z","1477",0,420,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-05-01T00:00:00Z","1477",31,429,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-05-01T00:00:00Z","1477",0,35,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-05-01T00:00:00Z","1477",0,677,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-05-01T00:00:00Z","1477",9,821,"profilaktika"
"Vilniaus universitetas","2020-05-01T00:00:00Z","1477",0,487,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-05-02T00:00:00Z","1477",0,115,"kiti"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-05-02T00:00:00Z","1477",1,246,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-05-02T00:00:00Z","1477",0,41,"kiti"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-05-02T00:00:00Z","1477",1,542,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-05-02T00:00:00Z","1477",0,259,"kiti"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-05-02T00:00:00Z","1477",1,173,"profilaktika"
"UAB ""Baltic Medics""","2020-05-02T00:00:00Z","1477",0,54,"kiti"
"UAB ""Baltic Medics""","2020-05-02T00:00:00Z","1477",2,171,"profilaktika"
"UAB Diagnostikos laboratorija","2020-05-02T00:00:00Z","1477",0,105,"kiti"
"UAB Diagnostikos laboratorija","2020-05-02T00:00:00Z","1477",0,81,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-05-02T00:00:00Z","1477",6,143,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-05-02T00:00:00Z","1477",0,31,"kiti"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-05-02T00:00:00Z","1477",0,19,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-05-02T00:00:00Z","1477",0,460,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-05-02T00:00:00Z","1477",3,208,"profilaktika"
"Vilniaus universitetas","2020-05-02T00:00:00Z","1477",0,50,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-05-03T00:00:00Z","1477",0,107,"kiti"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-05-03T00:00:00Z","1477",4,271,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-05-03T00:00:00Z","1477",0,72,"profilaktika"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-05-03T00:00:00Z","1477",0,40,"kiti"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-05-03T00:00:00Z","1477",0,25,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-05-03T00:00:00Z","1477",0,532,"kiti"
"UAB ""Baltic Medics""","2020-05-03T00:00:00Z","1477",0,139,"profilaktika"
"UAB ""Baltic Medics""","2020-05-03T00:00:00Z","1477",0,51,"kiti"
"UAB Diagnostikos laboratorija","2020-05-03T00:00:00Z","1477",0,121,"kiti"
"UAB Diagnostikos laboratorija","2020-05-03T00:00:00Z","1477",0,101,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-05-03T00:00:00Z","1477",0,24,"kiti"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-05-03T00:00:00Z","1477",0,119,"profilaktika"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-05-03T00:00:00Z","1477",0,21,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-05-03T00:00:00Z","1477",1,255,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-05-03T00:00:00Z","1477",0,243,"kiti"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-05-03T00:00:00Z","1477",14,238,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-05-04T00:00:00Z","1477",1,754,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-05-04T00:00:00Z","1477",0,394,"kiti"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-05-04T00:00:00Z","1477",0,24,"kiti"
"Nacionalinė visuomenės sveikatos priežiūros laboratorija","2020-05-04T00:00:00Z","1477",2,176,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-05-04T00:00:00Z","1477",2,66,"profilaktika"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas","2020-05-04T00:00:00Z","1477",0,493,"kiti"
"Nacionalinis vėžio institutas","2020-05-04T00:00:00Z","1477",0,276,"profilaktika"
"UAB ""Baltic Medics""","2020-05-04T00:00:00Z","1477",0,86,"profilaktika"
"UAB ""SK IMPEKS MEDICINOS DIAGNOSTIKOS CENTRAS""","2020-05-04T00:00:00Z","1477",0,95,"profilaktika"
"UAB Diagnostikos laboratorija","2020-05-04T00:00:00Z","1477",0,266,"profilaktika"
"UAB Diagnostikos laboratorija","2020-05-04T00:00:00Z","1477",0,71,"kiti"
"UAB Medicina practica laboratorija","2020-05-04T00:00:00Z","1477",0,85,"kiti"
"UAB Medicina practica laboratorija","2020-05-04T00:00:00Z","1477",1,76,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-05-04T00:00:00Z","1477",4,401,"profilaktika"
"Viešoji įstaiga Klaipėdos universitetinė ligoninė","2020-05-04T00:00:00Z","1477",0,6,"kiti"
"Viešoji įstaiga Respublikinė Panevėžio ligoninė","2020-05-04T00:00:00Z","1477",0,23,"profilaktika"
"Viešoji įstaiga Respublikinė Šiaulių ligoninė","2020-05-04T00:00:00Z","1477",0,222,"profilaktika"
"Viešoji įstaiga Vilniaus universiteto ligoninė Santaros klinikos","2020-05-04T00:00:00Z","1477",9,491,"profilaktika"
"Vilniaus universitetas","2020-05-04T00:00:00Z","1477",0,3,"profilaktika"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-05-05T00:00:00Z","1477",0,5,"kiti"
"Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos","2020-05-05T00:00:00Z","1477",4,1516,"profilaktika"
